OrderID,Region,VehicleType,WeatherCondition,Distance_Miles,OrderDate,Damaged_Flag,ExpectedDeliveryDate,ActualDeliveryDate
ORD-05669,West,Box Truck,Clear,491,2022-07-20,No,2022-07-22,2022-07-22
ORD-05670,East,Van,Rain,1009,2023-12-11,No,2023-12-15,2023-12-15
ORD-05671,East,Van,Clear,644,2022-06-17,No,2022-06-20,2022-06-20
ORD-05672,South,Van,Rain,1075,2023-10-08,No,2023-10-12,2023-10-12
ORD-05673,East,Van,Rain,1406,2022-04-27,No,2022-05-02,2022-05-02
ORD-05674,North,Semi-Trailer,Fog,1406,2022-07-10,No,2022-07-15,2022-07-19
ORD-05675,West,Van,Clear,1332,2022-10-10,No,2022-10-15,2022-10-15
ORD-05676,North,Van,Clear,1085,2023-08-20,No,2023-08-24,2023-08-24
ORD-05677,North,Van,Clear,1412,2022-07-20,No,2022-07-25,2022-07-25
ORD-05678,East,Box Truck,Clear,925,2022-07-01,No,2022-07-05,2022-07-06
ORD-05679,North,Box Truck,Snow,321,2023-09-04,No,2023-09-06,2023-09-07
ORD-05680,East,Van,Clear,588,2022-03-11,No,2022-03-13,2022-03-13
ORD-05681,West,Van,Fog,68,2023-10-29,No,2023-10-30,2023-11-01
ORD-05682,West,Van,Fog,313,2023-05-27,No,2023-05-29,2023-05-30
ORD-05683,North,Box Truck,Clear,44,2023-05-04,No,2023-05-05,2023-05-05
ORD-05684,South,Van,Clear,657,2022-05-15,No,2022-05-18,2022-05-18
ORD-05685,East,Semi-Trailer,Clear,1020,2023-10-19,No,2023-10-23,2023-10-23
ORD-05686,East,Van,Clear,502,2023-11-08,Yes,2023-11-10,2023-11-10
ORD-05687,North,Van,Clear,500,2023-07-25,No,2023-07-27,2023-07-27
ORD-05688,East,Box Truck,Clear,230,2022-03-04,No,2022-03-05,2022-03-05
ORD-05689,East,Van,Clear,132,2022-03-29,No,2022-03-30,2022-03-30
ORD-05690,South,Box Truck,Rain,716,2022-07-29,No,2022-08-01,2022-08-01
ORD-05691,South,Van,Clear,1135,2023-02-12,No,2023-02-16,2023-02-17
ORD-05692,North,Box Truck,Clear,896,2022-03-24,No,2022-03-27,2022-03-27
ORD-05693,South,Box Truck,Clear,1346,2022-09-07,No,2022-09-12,2022-09-12
ORD-05694,North,Semi-Trailer,Fog,503,2022-10-04,No,2022-10-06,2022-10-08
ORD-05695,West,Van,Rain,768,2022-08-15,No,2022-08-18,2022-08-21
ORD-05696,North,Van,Clear,1232,2022-04-16,No,2022-04-21,2022-04-22
ORD-05697,West,Van,Rain,642,2023-05-05,No,2023-05-08,2023-05-08
ORD-05698,North,Semi-Trailer,Rain,339,2022-08-13,No,2022-08-15,2022-08-16
ORD-05699,East,Semi-Trailer,Snow,981,2022-03-06,No,2022-03-10,2022-03-12
ORD-05700,South,Van,Clear,1360,2023-02-13,No,2023-02-18,2023-02-18
ORD-05701,West,Van,Snow,19,2022-11-14,No,2022-11-15,2022-11-21
ORD-05702,North,Van,Clear,136,2023-08-05,No,2023-08-06,2023-08-07
ORD-05703,South,Van,Fog,994,2022-07-11,No,2022-07-15,2022-07-16
ORD-05704,North,Van,Clear,678,2022-09-09,No,2022-09-12,2022-09-12
ORD-05705,South,Van,Fog,240,2023-07-23,No,2023-07-24,2023-07-27
ORD-05706,South,Box Truck,Fog,1048,2022-12-06,No,2022-12-10,2022-12-12
ORD-05707,North,Semi-Trailer,Clear,496,2022-03-28,No,2022-03-30,2022-03-30
ORD-05708,West,Semi-Trailer,Fog,451,2023-08-09,No,2023-08-11,2023-08-12
ORD-05709,West,Van,Clear,887,2023-06-15,No,2023-06-18,2023-06-18
ORD-05710,East,Box Truck,Clear,283,2023-01-04,No,2023-01-05,2023-01-05
ORD-05711,South,Semi-Trailer,Clear,627,2022-05-12,No,2022-05-15,2022-05-15
ORD-05712,East,Van,Fog,1036,2023-02-28,No,2023-03-04,2023-03-08
ORD-05713,East,Box Truck,Clear,335,2023-05-25,No,2023-05-27,2023-05-27
ORD-05714,North,Van,Clear,262,2023-11-08,No,2023-11-09,2023-11-09
ORD-05715,North,Van,Rain,1088,2022-02-24,No,2022-02-28,2022-02-28
ORD-05716,North,Van,Fog,895,2022-01-23,No,2022-01-26,2022-01-30
ORD-05717,South,Van,Rain,457,2023-06-09,No,2023-06-11,2023-06-11
ORD-05718,North,Box Truck,Clear,1330,2023-03-03,No,2023-03-08,2023-03-08
ORD-05719,North,Van,Clear,382,2023-07-06,No,2023-07-08,2023-07-08
ORD-05720,South,Van,Clear,478,2023-11-09,No,2023-11-11,2023-11-13
ORD-05721,South,Van,Rain,769,2023-02-26,No,2023-03-01,2023-03-01
ORD-05722,West,Semi-Trailer,Clear,1169,2023-06-06,Yes,2023-06-10,2023-06-10
ORD-05723,North,Van,Clear,842,2023-01-29,No,2023-02-01,2023-02-01
ORD-05724,North,Box Truck,Snow,1279,2023-03-12,No,2023-03-17,2023-03-18
ORD-05725,North,Box Truck,Clear,79,2023-02-12,No,2023-02-13,2023-02-13
ORD-05726,West,Van,Clear,490,2022-08-24,No,2022-08-26,2022-08-26
ORD-05727,North,Van,Clear,539,2022-05-22,No,2022-05-24,2022-05-26
ORD-05728,West,Box Truck,Clear,499,2022-05-07,No,2022-05-09,2022-05-09
ORD-05729,East,Van,Clear,512,2022-07-15,,2022-07-17,2022-07-20
ORD-05730,West,Van,Clear,1018,2023-01-29,No,2023-02-02,2023-02-02
ORD-05731,East,Box Truck,Snow,126,2023-07-17,No,2023-07-18,2023-07-19
ORD-05732,North,Van,Clear,1290,2023-04-26,No,2023-05-01,2023-05-01
ORD-05733,East,Van,Clear,616,2022-08-04,No,2022-08-07,2022-08-07
ORD-05734,West,Van,Rain,928,2023-04-12,No,2023-04-16,2023-04-16
ORD-05735,South,Van,Rain,913,2022-06-17,No,2022-06-21,2022-06-21
ORD-05736,East,Box Truck,Rain,437,2023-02-25,No,2023-02-27,2023-02-27
ORD-05737,East,Box Truck,Fog,1148,2023-06-30,No,2023-07-04,2023-07-07
ORD-05738,North,Box Truck,Rain,503,2022-11-17,Yes,2022-11-19,2022-11-20
ORD-05739,West,Box Truck,Clear,71,2022-06-02,No,2022-06-03,2022-06-03
ORD-05740,East,Van,Snow,506,2023-02-06,No,2023-02-08,2023-02-11
ORD-05741,East,Van,Clear,645,2022-10-29,No,2022-11-01,2022-11-02
ORD-05742,East,Van,Clear,89,2022-07-20,No,2022-07-21,2022-07-21
ORD-05743,East,Van,Clear,494,2022-04-22,No,2022-04-24,2022-04-24
ORD-05744,South,Semi-Trailer,Clear,1055,2023-12-03,No,2023-12-07,2023-12-07
ORD-05745,West,Semi-Trailer,Clear,604,2023-05-23,No,2023-05-26,2023-05-26
ORD-05746,North,Van,Clear,1357,2022-10-30,No,2022-11-04,2022-11-07
ORD-05747,North,Van,Clear,270,2022-12-01,No,2022-12-02,2022-12-02
ORD-05748,South,Van,Snow,138,2023-11-07,No,2023-11-08,2023-11-10
ORD-05749,West,Van,Fog,635,2023-04-17,,2023-04-20,2023-04-23
ORD-05750,East,Van,Clear,293,2023-09-20,,2023-09-21,2023-09-23
ORD-05751,South,Box Truck,Snow,1080,2023-05-29,No,2023-06-02,2023-06-05
ORD-05752,West,Semi-Trailer,Clear,1221,2022-08-16,No,2022-08-21,2022-08-22
ORD-05753,East,Box Truck,Fog,28,2022-07-25,No,2022-07-26,2022-07-30
ORD-05754,South,Van,Clear,608,2023-03-17,No,2023-03-20,2023-03-20
ORD-05755,West,Van,Clear,663,2022-08-18,No,2022-08-21,2022-08-21
ORD-05756,North,Box Truck,Clear,772,2022-01-05,No,2022-01-08,2022-01-08
ORD-05757,North,Semi-Trailer,Clear,847,2023-07-11,No,2023-07-14,2023-07-14
ORD-05758,West,Semi-Trailer,Clear,1041,2023-11-14,No,2023-11-18,2023-11-18
ORD-05759,North,Semi-Trailer,Clear,1070,2022-11-22,No,2022-11-26,2022-11-28
ORD-05760,West,Box Truck,Clear,81,2022-08-23,No,2022-08-24,2022-08-24
ORD-05761,East,Box Truck,Clear,1414,2022-08-24,No,2022-08-29,2022-08-29
ORD-05762,West,Van,Clear,1299,2022-04-22,No,2022-04-27,2022-04-27
ORD-05763,East,Box Truck,Fog,1100,2022-09-27,No,2022-10-01,2022-10-04
ORD-05764,South,Van,Clear,662,2023-12-21,,2023-12-24,2023-12-24
ORD-05765,West,Van,Clear,73,2023-09-21,Yes,2023-09-22,2023-09-22
ORD-05766,South,Box Truck,Rain,39,2023-03-10,No,2023-03-11,2023-03-11
ORD-05767,North,Van,Snow,566,2023-04-02,No,2023-04-04,2023-04-08
ORD-05768,East,Van,Clear,655,2022-02-16,No,2022-02-19,2022-02-19
ORD-05769,West,Van,Snow,1049,2023-08-30,No,2023-09-03,2023-09-06
ORD-05770,South,Van,Clear,287,2023-12-12,No,2023-12-13,
ORD-05771,East,Van,Clear,286,2023-04-22,No,2023-04-23,2023-04-23
ORD-05772,East,Van,Clear,230,2023-06-08,No,2023-06-09,2023-06-09
ORD-05773,North,Van,Rain,1226,2023-04-29,No,2023-05-04,2023-05-07
ORD-05774,North,Van,Clear,679,2022-07-29,No,2022-08-01,2022-08-01
ORD-05775,East,Semi-Trailer,Rain,1057,2022-03-01,No,2022-03-05,2022-03-05
ORD-05776,East,Van,Clear,841,2023-08-03,No,2023-08-06,2023-08-06
ORD-05777,West,Van,Rain,150,2022-07-05,No,2022-07-06,2022-07-06
ORD-05778,East,Box Truck,Clear,743,2023-07-07,No,2023-07-10,2023-07-10
ORD-05779,West,Semi-Trailer,Clear,35,2022-10-15,No,2022-10-16,2022-10-16
ORD-05780,East,Box Truck,Clear,107,2023-11-25,No,2023-11-26,2023-11-27
ORD-05781,North,Van,Rain,285,2022-03-19,No,2022-03-20,2022-03-20
ORD-05782,West,Box Truck,Clear,582,2023-05-21,No,2023-05-23,2023-05-23
ORD-05783,South,Box Truck,Snow,901,2023-01-01,No,2023-01-05,2023-01-09
ORD-05784,North,Box Truck,Rain,1276,2023-08-05,No,2023-08-10,2023-08-10
ORD-05785,West,Box Truck,Clear,442,2023-09-18,No,2023-09-20,2023-09-20
ORD-05786,West,Semi-Trailer,Fog,18,2022-11-23,Yes,2022-11-24,
ORD-05787,South,Semi-Trailer,Rain,905,2023-04-28,No,2023-05-02,2023-05-04
ORD-05788,West,Box Truck,Clear,878,2023-11-22,,2023-11-25,2023-11-25
ORD-05789,East,Van,Clear,942,2023-09-12,No,2023-09-16,2023-09-16
ORD-05790,South,Box Truck,Clear,281,2023-11-08,No,2023-11-09,2023-11-11
ORD-05791,North,Semi-Trailer,Clear,41,2022-08-20,No,2022-08-21,2022-08-22
ORD-05792,North,Van,Clear,861,2022-12-15,No,2022-12-18,2022-12-20
ORD-05793,East,Semi-Trailer,Clear,614,2022-08-26,No,2022-08-29,2022-08-29
ORD-05794,North,Van,Rain,1161,2022-04-29,No,2022-05-03,2022-05-03
ORD-05795,West,Van,Clear,26,2022-07-12,No,2022-07-13,2022-07-13
ORD-05796,West,Semi-Trailer,Snow,310,2022-01-07,No,2022-01-09,2022-01-13
ORD-05797,East,Van,Clear,51,2022-10-22,No,2022-10-23,2022-10-23
ORD-05798,North,Van,Clear,61,2023-11-14,No,2023-11-15,2023-11-15
ORD-05799,North,Van,Rain,197,2022-08-06,No,2022-08-07,2022-08-09
ORD-05800,East,Van,Rain,160,2023-09-19,No,2023-09-20,2023-09-20
ORD-05801,South,Van,Clear,1277,2023-09-26,No,2023-10-01,2023-10-01
ORD-05802,North,Van,Clear,1160,2022-09-10,No,2022-09-14,2022-09-14
ORD-05803,South,Van,Clear,418,2022-07-28,No,2022-07-30,2022-07-30
ORD-05804,North,Semi-Trailer,Clear,353,2023-11-19,No,2023-11-21,2023-11-21
ORD-05805,North,Semi-Trailer,Clear,600,2022-10-28,No,2022-10-31,2022-10-31
ORD-05806,North,Van,Rain,1131,2022-04-03,No,2022-04-07,2022-04-07
ORD-05807,North,Box Truck,Clear,1101,2023-08-11,No,2023-08-15,2023-08-15
ORD-05808,West,Van,Clear,855,2023-04-27,No,2023-04-30,2023-05-02
ORD-05809,South,Van,Clear,909,2023-07-01,No,2023-07-05,2023-07-07
ORD-05810,South,Van,Clear,37,2023-05-13,,2023-05-14,2023-05-14
ORD-05811,North,Semi-Trailer,Clear,1062,2023-03-26,No,2023-03-30,2023-03-30
ORD-05812,North,Semi-Trailer,Clear,643,2022-01-30,No,2022-02-02,2022-02-02
ORD-05813,South,Van,Clear,221,2022-09-26,No,2022-09-27,2022-09-27
ORD-05814,West,Van,Rain,697,2023-08-13,No,2023-08-16,2023-08-16
ORD-05815,East,Van,Clear,81,2022-10-23,No,2022-10-24,2022-10-24
ORD-05816,East,Box Truck,Fog,119,2022-07-02,No,2022-07-03,2022-07-05
ORD-05817,South,Box Truck,Clear,1146,2022-11-02,No,2022-11-06,2022-11-06
ORD-05818,North,Van,Clear,1430,2022-01-14,No,2022-01-19,2022-01-19
ORD-05819,North,Box Truck,Rain,241,2022-04-03,No,2022-04-04,2022-04-04
ORD-05820,West,Van,Snow,52,2022-11-03,Yes,2022-11-04,2022-11-06
ORD-05821,East,Semi-Trailer,Clear,274,2022-08-28,No,2022-08-29,2022-08-30
ORD-05822,West,Box Truck,Rain,55,2023-01-24,No,2023-01-25,2023-01-25
ORD-05823,East,Van,Snow,1258,2022-10-07,No,2022-10-12,2022-10-15
ORD-05824,South,Box Truck,Rain,1134,2022-06-18,No,2022-06-22,2022-06-22
ORD-05825,East,Semi-Trailer,Clear,1314,2022-09-09,No,2022-09-14,2022-09-14
ORD-05826,West,Van,Snow,247,2023-02-24,Yes,2023-02-25,2023-03-01
ORD-05827,West,Van,Rain,610,2022-01-30,No,2022-02-02,2022-02-02
ORD-05828,West,Semi-Trailer,Rain,1279,2023-04-12,,2023-04-17,2023-04-20
ORD-05829,South,Van,Rain,700,2023-01-28,No,2023-01-31,2023-01-31
ORD-05830,East,Van,Fog,985,2023-06-27,No,2023-07-01,2023-07-03
ORD-05831,East,Van,Clear,752,2023-01-02,No,2023-01-05,2023-01-05
ORD-05832,West,Semi-Trailer,Clear,1132,2023-11-23,No,2023-11-27,2023-11-27
ORD-05833,East,Box Truck,Clear,736,2023-11-16,No,2023-11-19,2023-11-19
ORD-05834,North,Semi-Trailer,Clear,209,2022-06-23,No,2022-06-24,2022-06-24
ORD-05835,North,Box Truck,Clear,1022,2023-04-05,No,2023-04-09,2023-04-12
ORD-05836,North,Van,Clear,1289,2022-07-13,No,2022-07-18,2022-07-18
ORD-05837,East,Box Truck,Clear,446,2022-01-10,No,2022-01-12,2022-01-12
ORD-05838,South,Box Truck,Rain,503,2022-06-16,No,2022-06-18,2022-06-18
ORD-05839,South,Van,Snow,1469,2022-03-27,No,2022-04-01,2022-04-04
ORD-05840,South,Van,Clear,716,2023-12-05,No,2023-12-08,2023-12-09
ORD-05841,South,Van,Fog,33,2022-07-04,No,2022-07-05,2022-07-09
ORD-05842,North,Box Truck,Clear,1396,2023-03-09,No,2023-03-14,2023-03-15
ORD-05843,North,Semi-Trailer,Snow,279,2023-12-18,No,2023-12-19,2023-12-22
ORD-05844,West,Box Truck,Snow,799,2022-04-22,No,2022-04-25,2022-04-29
ORD-05845,East,Semi-Trailer,Clear,747,2022-03-01,No,2022-03-04,2022-03-06
ORD-05846,East,Van,Clear,1261,2022-05-01,No,2022-05-06,2022-05-06
ORD-05847,South,Semi-Trailer,Clear,137,2023-12-14,Yes,2023-12-15,2023-12-15
ORD-05848,North,Semi-Trailer,Snow,552,2022-06-30,No,2022-07-02,2022-07-05
ORD-05849,South,Van,Snow,1091,2023-04-10,No,2023-04-14,2023-04-15
ORD-05850,West,Semi-Trailer,Clear,334,2023-06-12,No,2023-06-14,2023-06-14
ORD-05851,East,Van,Clear,668,2022-06-29,No,2022-07-02,2022-07-02
ORD-05852,East,Semi-Trailer,Clear,1139,2023-04-18,No,2023-04-22,2023-04-22
ORD-05853,South,Semi-Trailer,Clear,1470,2022-11-04,No,2022-11-09,2022-11-09
ORD-05854,West,Box Truck,Fog,94,2023-05-21,No,2023-05-22,2023-05-26
ORD-05855,East,Box Truck,Clear,1035,2022-08-02,No,2022-08-06,2022-08-06
ORD-05856,West,Van,Fog,1470,2023-10-07,No,2023-10-12,2023-10-16
ORD-05857,West,Box Truck,Snow,460,2022-04-02,,2022-04-04,2022-04-05
ORD-05858,South,Van,Fog,1474,2022-12-03,,2022-12-08,2022-12-09
ORD-05859,North,Box Truck,Clear,1255,2023-11-01,No,2023-11-06,2023-11-06
ORD-05860,South,Box Truck,Clear,1003,2022-06-14,No,2022-06-18,2022-06-18
ORD-05861,North,Semi-Trailer,Clear,1058,2022-08-30,No,2022-09-03,2022-09-03
ORD-05862,West,Van,Rain,1068,2023-04-03,No,2023-04-07,2023-04-08
ORD-05863,North,Semi-Trailer,Rain,678,2023-07-04,No,2023-07-07,2023-07-07
ORD-05864,West,Semi-Trailer,Clear,981,2023-01-11,No,2023-01-15,2023-01-15
ORD-05865,East,Box Truck,Rain,352,2022-03-13,No,2022-03-15,2022-03-15
ORD-05866,East,Van,Clear,997,2023-08-30,No,2023-09-03,2023-09-03
ORD-05867,East,Van,Clear,1399,2022-11-22,No,2022-11-27,2022-11-27
ORD-05868,South,Van,Clear,1369,2023-09-29,,2023-10-04,2023-10-04
ORD-05869,South,Box Truck,Clear,1466,2022-07-17,No,2022-07-22,2022-07-22
ORD-05870,West,Box Truck,Clear,961,2023-01-18,No,2023-01-22,2023-01-22
ORD-05871,East,Semi-Trailer,Clear,466,2023-07-27,No,2023-07-29,2023-07-29
ORD-05872,South,Van,Snow,908,2022-10-03,No,2022-10-07,2022-10-10
ORD-05873,East,Van,Rain,407,2022-12-01,No,2022-12-03,2022-12-03
ORD-05874,South,Box Truck,Clear,908,2023-12-16,No,2023-12-20,2023-12-20
ORD-05875,North,Semi-Trailer,Rain,352,2023-07-04,No,2023-07-06,2023-07-06
ORD-05876,North,Semi-Trailer,Clear,1313,2023-01-16,No,2023-01-21,2023-01-21
ORD-05877,East,Semi-Trailer,Clear,1385,2022-05-28,No,2022-06-02,2022-06-02
ORD-05878,West,Van,Rain,822,2022-10-11,No,2022-10-14,2022-10-14
ORD-05879,South,Box Truck,Rain,1230,2022-03-16,No,2022-03-21,2022-03-22
ORD-05880,South,Semi-Trailer,Rain,1258,2022-05-01,No,2022-05-06,2022-05-08
ORD-05881,North,Van,Rain,949,2022-07-24,No,2022-07-28,2022-07-28
ORD-05882,North,Van,Rain,56,2023-07-08,Yes,2023-07-09,2023-07-09
ORD-05883,West,Van,Clear,1218,2023-01-29,No,2023-02-03,2023-02-03
ORD-05884,West,Van,Snow,924,2023-03-01,No,2023-03-05,2023-03-08
ORD-05885,West,Box Truck,Clear,171,2023-11-22,No,2023-11-23,2023-11-23
ORD-05886,East,Van,Snow,304,2022-11-18,No,2022-11-20,2022-11-23
ORD-05887,North,Van,Clear,101,2022-03-04,No,2022-03-05,2022-03-05
ORD-05888,East,Van,Clear,1201,2023-11-30,No,2023-12-05,2023-12-06
ORD-05889,North,Box Truck,Rain,1291,2022-03-31,No,2022-04-05,2022-04-08
ORD-05890,North,Van,Clear,759,2023-09-05,No,2023-09-08,2023-09-08
ORD-05891,South,Box Truck,Snow,566,2023-01-13,Yes,2023-01-15,2023-01-18
ORD-05892,North,Van,Clear,318,2023-06-14,No,2023-06-16,2023-06-16
ORD-05893,North,Van,Rain,1162,2022-02-08,No,2022-02-12,2022-02-12
ORD-05894,East,Van,Clear,578,2023-03-01,No,2023-03-03,2023-03-03
ORD-05895,North,Van,Clear,1194,2023-12-05,No,2023-12-09,2023-12-09
ORD-05896,East,Van,Clear,185,2023-03-04,No,2023-03-05,2023-03-05
ORD-05897,West,Van,Rain,1321,2022-03-04,No,2022-03-09,2022-03-10
ORD-05898,North,Semi-Trailer,Rain,982,2022-04-22,No,2022-04-26,2022-04-26
ORD-05899,North,Box Truck,Clear,1438,2022-08-31,No,2022-09-05,2022-09-05
ORD-05900,East,Van,Fog,947,2023-02-10,No,2023-02-14,2023-02-16
ORD-05901,West,Van,Rain,1373,2023-01-08,,2023-01-13,2023-01-13
ORD-05902,South,Semi-Trailer,Fog,1028,2022-09-02,No,2022-09-06,2022-09-08
ORD-05903,West,Box Truck,Clear,1301,2023-08-05,No,2023-08-10,2023-08-10
ORD-05904,East,Van,Clear,227,2023-06-24,No,2023-06-25,2023-06-25
ORD-05905,West,Box Truck,Clear,822,2022-02-17,,2022-02-20,2022-02-20
ORD-05906,East,Box Truck,Clear,173,2022-09-09,No,2022-09-10,2022-09-10
ORD-05907,East,Box Truck,Clear,1424,2022-07-31,No,2022-08-05,2022-08-05
ORD-05908,South,Van,Clear,1450,2022-03-29,No,2022-04-03,2022-04-03
ORD-05909,North,Van,Clear,57,2022-08-06,No,2022-08-07,2022-08-07
ORD-05910,East,Van,Rain,1227,2023-11-21,,2023-11-26,2023-11-26
ORD-05911,East,Semi-Trailer,Fog,810,2022-12-24,No,2022-12-27,2023-01-03
ORD-05912,South,Box Truck,Snow,727,2022-11-02,No,2022-11-05,2022-11-08
ORD-05913,East,Van,Clear,93,2023-04-08,No,2023-04-09,2023-04-09
ORD-05914,North,Semi-Trailer,Clear,622,2023-10-10,No,2023-10-13,2023-10-13
ORD-05915,South,Semi-Trailer,Clear,1080,2022-05-11,No,2022-05-15,2022-05-15
ORD-05916,North,Semi-Trailer,Clear,243,2022-12-20,No,2022-12-21,2022-12-21
ORD-05917,North,Semi-Trailer,Clear,971,2022-10-11,No,2022-10-15,2022-10-15
ORD-05918,South,Semi-Trailer,Clear,1332,2023-01-29,No,2023-02-03,2023-02-03
ORD-05919,East,Van,Clear,857,2022-11-24,No,2022-11-27,2022-11-27
ORD-05920,North,Semi-Trailer,Rain,156,2022-02-02,Yes,2022-02-03,2022-02-03
ORD-05921,North,Semi-Trailer,Rain,205,2023-02-11,No,2023-02-12,2023-02-12
ORD-05922,North,Van,Clear,915,2023-06-30,No,2023-07-04,2023-07-04
ORD-05923,North,Van,Clear,1023,2022-07-03,No,2022-07-07,2022-07-07
ORD-05924,South,Semi-Trailer,Snow,1055,2022-04-23,Yes,2022-04-27,2022-04-28
ORD-05925,South,Van,Clear,1227,2022-05-01,No,2022-05-06,2022-05-07
ORD-05926,West,Semi-Trailer,Clear,395,2022-11-20,No,2022-11-22,2022-11-22
ORD-05927,West,Van,Clear,373,2023-02-10,No,2023-02-12,2023-02-12
ORD-05928,North,Van,Clear,283,2023-04-23,No,2023-04-24,2023-04-24
ORD-05929,East,Van,Clear,1417,2022-02-18,No,2022-02-23,2022-02-23
ORD-05930,North,Van,Snow,217,2023-12-11,No,2023-12-12,2023-12-16
ORD-05931,East,Box Truck,Clear,284,2022-02-16,No,2022-02-17,2022-02-17
ORD-05932,North,Box Truck,Clear,1016,2023-12-24,No,2023-12-28,2023-12-28
ORD-05933,West,Van,Clear,505,2023-06-11,No,2023-06-13,2023-06-13
ORD-05934,West,Van,Rain,911,2023-12-07,No,2023-12-11,2023-12-11
ORD-05935,East,Van,Clear,168,2023-02-13,No,2023-02-14,2023-02-14
ORD-05936,North,Van,Clear,949,2023-07-02,No,2023-07-06,2023-07-06
ORD-05937,East,Box Truck,Clear,469,2023-03-15,No,2023-03-17,2023-03-17
ORD-05938,West,Van,Clear,403,2022-04-04,No,2022-04-06,2022-04-06
ORD-05939,North,Van,Clear,926,2023-02-10,No,2023-02-14,2023-02-14
ORD-05940,North,Van,Clear,952,2023-05-26,No,2023-05-30,2023-05-30
ORD-05941,East,Van,Rain,448,2023-01-01,No,2023-01-03,2023-01-04
ORD-05942,South,Van,Fog,1412,2022-08-08,No,2022-08-13,2022-08-17
ORD-05943,East,Van,Clear,173,2023-05-12,No,2023-05-13,2023-05-13
ORD-05944,West,Semi-Trailer,Clear,648,2022-03-19,No,2022-03-22,2022-03-22
ORD-05945,West,Semi-Trailer,Clear,1363,2022-12-18,No,2022-12-23,2022-12-24
ORD-05946,West,Semi-Trailer,Rain,579,2023-11-27,No,2023-11-29,2023-11-29
ORD-05947,West,Van,Clear,156,2022-04-01,No,2022-04-02,2022-04-02
ORD-05948,West,Van,Rain,992,2023-08-14,No,2023-08-18,2023-08-18
ORD-05949,South,Box Truck,Rain,969,2022-08-15,No,2022-08-19,2022-08-20
ORD-05950,North,Box Truck,Fog,777,2022-01-31,No,2022-02-03,2022-02-04
ORD-05951,East,Semi-Trailer,Snow,119,2023-12-25,No,2023-12-26,2023-12-27
ORD-05952,East,Van,Rain,403,2023-09-01,No,2023-09-03,2023-09-03
ORD-05953,West,Van,Clear,1215,2023-07-30,No,2023-08-04,2023-08-04
ORD-05954,East,Box Truck,Clear,452,2022-08-21,Yes,2022-08-23,2022-08-23
ORD-05955,West,Semi-Trailer,Clear,756,2023-01-11,,2023-01-14,2023-01-14
ORD-05956,South,Semi-Trailer,Clear,763,2022-05-17,No,2022-05-20,2022-05-20
ORD-05957,South,Box Truck,Rain,139,2022-05-10,No,2022-05-11,2022-05-11
ORD-05958,North,Semi-Trailer,Clear,1436,2022-05-30,No,2022-06-04,2022-06-04
ORD-05959,South,Box Truck,Rain,514,2022-09-13,No,2022-09-15,
ORD-05960,South,Semi-Trailer,Clear,729,2023-10-01,Yes,2023-10-04,2023-10-06
ORD-05961,North,Semi-Trailer,Rain,31,2023-07-03,Yes,2023-07-04,2023-07-04
ORD-05962,East,Semi-Trailer,Clear,1050,2022-02-01,No,2022-02-05,2022-02-05
ORD-05963,West,Van,Clear,884,2023-02-08,No,2023-02-11,
ORD-05964,West,Van,Clear,840,2022-02-12,No,2022-02-15,2022-02-15
ORD-05965,East,Box Truck,Snow,643,2022-03-02,No,2022-03-05,2022-03-06
ORD-05966,North,Van,Clear,291,2022-09-13,No,2022-09-14,2022-09-14
ORD-05967,East,Semi-Trailer,Clear,1260,2022-12-29,No,2023-01-03,2023-01-06
ORD-05968,South,Van,Clear,1453,2022-07-02,No,2022-07-07,2022-07-07
ORD-05969,North,Van,Rain,382,2023-08-13,No,2023-08-15,2023-08-16
ORD-05970,North,Box Truck,Clear,1334,2022-09-18,No,2022-09-23,2022-09-23
ORD-05971,North,Van,Fog,1018,2023-03-24,No,2023-03-28,2023-03-29
ORD-05972,West,Van,Clear,295,2023-09-12,No,2023-09-13,2023-09-15
ORD-05973,East,Van,Clear,1149,2022-01-03,No,2022-01-07,2022-01-07
ORD-05974,North,Box Truck,Rain,1182,2023-10-19,No,2023-10-23,
ORD-05975,North,Van,Clear,413,2022-03-18,No,2022-03-20,2022-03-20
ORD-05976,North,Semi-Trailer,Snow,99,2023-03-24,,2023-03-25,2023-03-30
ORD-05977,East,Van,Clear,1152,2023-06-06,No,2023-06-10,2023-06-10
ORD-05978,West,Semi-Trailer,Fog,705,2022-12-30,No,2023-01-02,2023-01-05
ORD-05979,South,Van,Rain,917,2023-04-23,No,2023-04-27,2023-04-27
ORD-05980,West,Van,Snow,1126,2022-07-27,,2022-07-31,2022-08-01
ORD-05981,North,Van,Clear,638,2023-11-09,No,2023-11-12,2023-11-12
ORD-05982,West,Van,Clear,1011,2023-02-08,No,2023-02-12,2023-02-12
ORD-05983,West,Box Truck,Rain,456,2023-12-26,No,2023-12-28,2023-12-30
ORD-05984,South,Van,Rain,321,2023-05-01,No,2023-05-03,2023-05-03
ORD-05985,East,Van,Clear,1351,2023-04-28,No,2023-05-03,2023-05-03
ORD-05986,East,Box Truck,Clear,130,2023-05-04,No,2023-05-05,2023-05-06
ORD-05987,West,Van,Clear,326,2022-11-28,No,2022-11-30,2022-12-01
ORD-05988,West,Van,Rain,147,2022-12-08,No,2022-12-09,2022-12-10
ORD-05989,East,Box Truck,Clear,827,2022-06-26,No,2022-06-29,2022-06-29
